"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.123275087E1,3.439825439E1,3.067170715E1,-1.549734497E1
1.133286387E1,3.670590210E1,2.243312073E1,-2.056878662E1
1.143297787E1,3.704104614E1,1.897171021E1,-2.298129272E1
1.153309087E1,3.601440430E1,2.320110321E1,-2.149588013E1
1.163320387E1,3.455778503E1,2.924614716E1,-1.782073975E1
1.173331787E1,3.453140259E1,3.001605988E1,-1.609655762E1
1.183343087E1,3.644273376E1,2.612649536E1,-1.703857422E1
1.193354387E1,3.993637085E1,2.206523132E1,-1.241537476E1
1.203365787E1,4.300180054E1,1.846989441E1,2.302062988E0
1.213377087E1,4.130520630E1,1.591841125E1,1.521856689E1
1.223388367E1,4.009286499E1,1.559219360E1,1.807388306E1
1.233399767E1,3.889489746E1,1.750692749E1,1.927313232E1
1.243411067E1,3.679753113E1,2.014662170E1,2.157855225E1
1.253422367E1,3.595573425E1,1.965876770E1,2.303601074E1
1.263433767E1,3.848176575E1,1.437422180E1,2.243106079E1
1.273445067E1,3.885023499E1,1.726959229E1,2.056494141E1
1.283456367E1,3.897703552E1,1.828788757E1,1.952081299E1
1.293467767E1,4.000166321E1,1.275123596E1,2.076156616E1
1.303479067E1,4.022566223E1,1.392150879E1,1.938351440E1
1.313490367E1,4.030099487E1,1.649053955E1,1.765017700E1
1.323501812E1,3.985906982E1,1.308486938E1,2.049142456E1
1.333513112E1,3.960353088E1,1.394538879E1,2.057144165E1
1.343524412E1,3.976702881E1,1.627552795E1,1.873440552E1
1.353535812E1,3.791352844E1,1.774502563E1,2.124276733E1
1.363547112E1,3.818020630E1,1.499330139E1,2.241058350E1
1.373558412E1,3.689453125E1,1.376518250E1,2.524929810E1
1.383569812E1,3.711686707E1,1.555790710E1,2.409414673E1
1.393581112E1,3.616580200E1,1.630496216E1,2.476473999E1
1.403592412E1,3.559449768E1,1.359675598E1,2.709826660E1
1.413603812E1,3.576583862E1,1.548046875E1,2.555374146E1
1.423615092E1,3.455586243E1,1.691192627E1,2.644558716E1
1.433626392E1,3.391242981E1,1.525669861E1,2.788491821E1
1.443637792E1,3.273361206E1,1.444506836E1,2.955728149E1
1.453649092E1,3.336296082E1,1.598817444E1,2.830767822E1
1.463660392E1,3.345849609E1,1.597926331E1,2.788934326E1
1.473671792E1,3.364807129E1,1.490238953E1,2.820568848E1
1.483683092E1,3.389250183E1,1.422964478E1,2.831448364E1
1.493694392E1,3.115351868E1,1.776431274E1,2.990322876E1
1.503705792E1,3.507589722E1,1.791026306E1,2.479885864E1
1.513717092E1,4.232470703E1,1.574847412E1,1.009423828E1
1.523728454E1,4.185214233E1,1.331750488E1,-1.549105835E1
1.533739754E1,2.644061279E1,1.190055847E1,-3.789611816E1
1.543751154E1,1.689109802E1,1.003662109E1,-4.439587402E1
1.553762454E1,1.413540649E1,7.658370972E0,-4.604626465E1
1.563773754E1,1.338491821E1,6.265029907E0,-4.668875122E1
