"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.351282333E2,2.810458374E1,3.916490173E1,-8.538909912E0
2.352183383E2,2.901548767E1,3.702454376E1,-1.312011719E1
2.353084443E2,2.965409851E1,3.464850616E1,-1.737631226E1
2.353985503E2,3.003639221E1,3.222231293E1,-2.127395630E1
2.354886563E2,3.017231750E1,2.996736908E1,-2.443576050E1
2.355787623E2,3.052491760E1,2.803450012E1,-2.652450562E1
2.356688683E2,3.014501953E1,2.628531647E1,-2.881039429E1
2.357589733E2,2.977359009E1,2.468402100E1,-3.087579346E1
2.358490793E2,2.896852112E1,2.323025513E1,-3.302941895E1
2.359391853E2,2.834571838E1,2.210671997E1,-3.504287720E1
2.360292913E2,2.760554504E1,2.086650848E1,-3.667922974E1
2.361193968E2,2.721136475E1,1.935840607E1,-3.788372803E1
2.362095028E2,2.633917236E1,1.820689392E1,-3.952325439E1
2.362996088E2,2.566177368E1,1.700054932E1,-4.052182007E1
2.363897138E2,2.505200195E1,1.590233612E1,-4.148568726E1
2.364798198E2,2.435147095E1,1.491121674E1,-4.235498047E1
2.365699258E2,2.343757629E1,1.404759979E1,-4.318865967E1
2.366600318E2,2.258633423E1,1.406290436E1,-4.370989990E1
2.367501378E2,2.277702332E1,1.489417267E1,-4.366641235E1
2.368402438E2,2.248908997E1,1.578215027E1,-4.356576538E1
2.369303498E2,2.276368713E1,1.693472290E1,-4.337747192E1
2.370204548E2,2.299755859E1,1.789964294E1,-4.303671265E1
2.371105618E2,2.309561157E1,1.868541718E1,-4.264456177E1
2.372006678E2,2.302281189E1,1.907601166E1,-4.240768433E1
2.372907738E2,2.298216248E1,1.926096344E1,-4.229061890E1
2.373808798E2,2.317648315E1,1.937703705E1,-4.235745239E1
2.374709858E2,2.327833557E1,1.927669525E1,-4.218600464E1
2.375610918E2,2.340635681E1,1.915882111E1,-4.234484863E1
2.376511978E2,2.340530396E1,1.897031403E1,-4.213296509E1
2.377413028E2,2.359449768E1,1.901663208E1,-4.207702637E1
2.378314098E2,2.374830627E1,1.891557312E1,-4.200982666E1
2.379215158E2,2.376818848E1,1.893898010E1,-4.190878296E1
2.380116218E2,2.374635315E1,1.899461365E1,-4.199942017E1
2.381017271E2,2.375025940E1,1.886083984E1,-4.173834229E1
2.381918331E2,2.366264343E1,1.871705627E1,-4.178115845E1
2.382819391E2,2.371139526E1,1.871351624E1,-4.179336548E1
2.383720451E2,2.375869751E1,1.862553406E1,-4.187249756E1
2.384621511E2,2.370245361E1,1.864749146E1,-4.185195923E1
2.385522571E2,2.386380005E1,1.875239563E1,-4.169152832E1
2.386423631E2,2.371290588E1,1.859048462E1,-4.168243408E1
2.387324691E2,2.376686096E1,1.849621582E1,-4.169543457E1
2.388225761E2,2.381611633E1,1.853868103E1,-4.162994385E1
2.389126821E2,2.380628967E1,1.847814941E1,-4.190661621E1
2.390027881E2,2.370985413E1,1.852546692E1,-4.181085205E1
2.390928939E2,2.353544617E1,1.844667053E1,-4.193133545E1
2.391829999E2,2.362339783E1,1.841035461E1,-4.169775391E1
2.392731059E2,2.359065247E1,1.844020081E1,-4.184100342E1
2.393632129E2,2.373309326E1,1.836791229E1,-4.180749512E1
2.394533189E2,2.363754272E1,1.836573029E1,-4.180709839E1
2.395434249E2,2.352114868E1,1.841178131E1,-4.175161743E1
2.396335319E2,2.362513733E1,1.851152802E1,-4.175018311E1
2.397236379E2,2.366333008E1,1.864743805E1,-4.171688843E1
2.398137439E2,2.381684875E1,1.872753143E1,-4.168103027E1
2.399038509E2,2.379875183E1,1.877278900E1,-4.162594604E1
2.399939569E2,2.383589172E1,1.877983856E1,-4.165847778E1
2.400840647E2,2.392202759E1,1.877935791E1,-4.158322144E1
2.401741707E2,2.386222839E1,1.879904175E1,-4.134393311E1
2.402642777E2,2.395079041E1,1.872079468E1,-4.158691406E1
2.403543837E2,2.400701904E1,1.889665222E1,-4.157901001E1
2.404444907E2,2.399247742E1,1.876898193E1,-4.165441895E1
2.405345967E2,2.402796936E1,1.879792023E1,-4.157928467E1
2.406247037E2,2.401171875E1,1.862494659E1,-4.165112305E1
2.407148097E2,2.395075989E1,1.880080414E1,-4.152529907E1
2.408049167E2,2.389144897E1,1.866501617E1,-4.168664551E1
2.408950227E2,2.403408813E1,1.869837952E1,-4.148849487E1
2.409851297E2,2.407737732E1,1.877200317E1,-4.148376465E1
2.410752355E2,2.381912231E1,1.864462280E1,-4.146005249E1
2.411653425E2,2.394465637E1,1.866395569E1,-4.134957886E1
2.412554485E2,2.390095520E1,1.862969971E1,-4.151229858E1
2.413455555E2,2.386216736E1,1.855165100E1,-4.133215332E1
2.414356615E2,2.391430664E1,1.857254028E1,-4.134475708E1
2.415257685E2,2.398907471E1,1.862715149E1,-4.146551514E1
2.416158745E2,2.387409973E1,1.869297791E1,-4.132360840E1
2.417059815E2,2.384884644E1,1.864929962E1,-4.151925659E1
2.417960875E2,2.393046570E1,1.871254730E1,-4.146673584E1
2.418861945E2,2.392536926E1,1.866680145E1,-4.148614502E1
2.419763005E2,2.386590576E1,1.855338287E1,-4.138745117E1
2.420664073E2,2.392565918E1,1.867578888E1,-4.135446167E1
2.421565133E2,2.392408752E1,1.871302032E1,-4.133776855E1
2.422466203E2,2.389387512E1,1.871448517E1,-4.121127319E1
2.423367263E2,2.397583008E1,1.878022003E1,-4.133047485E1
2.424268323E2,2.406562805E1,1.885794830E1,-4.148138428E1
2.425169393E2,2.423472595E1,1.894630432E1,-4.133908081E1
2.426070453E2,2.409281921E1,1.886535645E1,-4.136489868E1
2.426971523E2,2.418913269E1,1.889070129E1,-4.135845947E1
2.427872583E2,2.414434814E1,1.899285889E1,-4.112026978E1
2.428773643E2,2.428459167E1,1.902703094E1,-4.116894531E1
2.429674713E2,2.413461304E1,1.901088715E1,-4.128308105E1
2.430575771E2,2.405812073E1,1.902959442E1,-4.136145020E1
2.436974322E2,2.121859741E1,2.140085602E1,-4.114547729E1
2.437875382E2,2.122872925E1,2.165145111E1,-4.103878784E1
2.438776442E2,2.112229919E1,2.173096466E1,-4.100744629E1
2.439677502E2,2.118026733E1,2.182826996E1,-4.097595215E1
2.440578562E2,2.094517517E1,2.163718414E1,-4.109307861E1
2.441479622E2,2.112231445E1,2.162007904E1,-4.122506714E1
2.442380682E2,2.133020020E1,2.170200348E1,-4.114230347E1
2.443281742E2,2.162097168E1,2.159319305E1,-4.096069336E1
2.444182802E2,2.180177307E1,2.165399933E1,-4.082583618E1
