"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.131169950E1,-4.650411010E-2,-6.177167408E-3,3.311850876E-2
3.141181250E1,7.887006737E-3,1.931222389E-3,5.319563299E-2
3.151192550E1,-5.843123421E-2,-2.140492015E-2,3.524632752E-2
3.161203750E1,-3.820231929E-2,6.505560875E-2,-1.355414651E-2
3.171215050E1,-4.108969495E-2,2.176520601E-2,3.376898821E-3
3.181226350E1,2.426941320E-2,4.766401276E-2,-2.706085518E-2
3.191237550E1,-6.033530459E-3,2.068567462E-2,-2.244071849E-2
3.201248850E1,-3.503613174E-2,1.201623026E-2,4.688806832E-2
3.211260150E1,-5.679417029E-2,1.511532534E-2,6.641152501E-2
3.221271467E1,-6.407101452E-2,1.772570424E-2,7.534181327E-2
3.231282667E1,-2.915692143E-2,-2.054272592E-2,1.128613204E-1
3.241293967E1,-3.472633660E-2,-4.414723068E-2,7.530355453E-2
3.251305267E1,1.087668072E-2,-5.662489217E-3,4.769052193E-2
3.261316467E1,1.838667504E-2,-1.186475903E-1,4.229109734E-2
3.271327767E1,1.429419965E-1,7.946452498E-2,-2.891698852E-2
3.281339067E1,-4.786823690E-2,-1.026725993E-1,-2.373132389E-3
3.291350367E1,-2.762120403E-2,1.678202115E-2,-2.676586621E-2
3.301361567E1,-4.659400880E-2,6.640043110E-2,-1.940071955E-2
3.311372867E1,-5.097822845E-2,-1.539306249E-2,-2.140057273E-2
3.321384212E1,1.631722413E-2,2.267639525E-2,-9.219707549E-2
3.331395412E1,-3.988609836E-2,6.668920815E-2,-1.089992225E-1
3.341406713E1,-2.768729813E-2,2.000005729E-2,-5.067581311E-2
3.351418012E1,-7.983419299E-2,-2.250382677E-2,-3.535229713E-2
3.361429312E1,-1.973356493E-2,5.475610122E-2,-2.195215970E-2
3.371440512E1,-7.981603965E-3,1.944979886E-3,3.260076977E-3
3.381451813E1,3.766481951E-2,5.590401962E-2,-2.215131745E-2
3.391463112E1,-5.624669604E-3,-6.651680171E-2,2.132980153E-2
3.401474312E1,1.163298078E-2,-7.882974297E-2,-1.774673583E-3
3.411485613E1,1.067718938E-1,-1.321286112E-1,6.338049471E-2
3.421496875E1,3.974449262E-2,-1.466758549E-1,6.485223770E-2
3.431508175E1,2.636990510E-2,-1.047741026E-1,4.871726036E-2
3.441519375E1,1.170686074E-2,-1.525003742E-2,8.924532682E-3
3.451530675E1,-1.681680791E-2,-5.272303894E-2,3.627696633E-2
3.461541975E1,2.220730111E-2,-8.052591234E-3,4.272300750E-3
3.471553275E1,2.238130569E-2,5.075002089E-2,1.880871877E-2
3.481564475E1,-1.578376815E-2,2.782666311E-2,5.353451893E-2
3.491575775E1,-2.130671218E-2,1.724489219E-2,5.093980581E-2
3.501587075E1,-5.400844663E-2,1.076653786E-2,1.401729416E-2
3.511598375E1,-5.892758258E-3,6.029881909E-2,2.577049099E-2
3.521609600E1,-9.924221784E-2,-1.433956157E-2,7.566396147E-2
3.531620900E1,-4.533617757E-4,-1.574821211E-2,2.307019895E-3
3.541632200E1,2.861471847E-2,1.007828861E-1,-7.888606191E-2
3.551643400E1,6.332271732E-3,1.829826273E-2,1.951685548E-2
3.561654700E1,2.235777676E-2,8.367959410E-2,-7.784944959E-3
3.571666000E1,-2.895030752E-2,4.832846299E-2,-3.877086937E-2
3.581677300E1,-6.460856646E-3,1.362609416E-1,-4.743532836E-2
3.591688500E1,-5.390846729E-2,2.572464943E-2,-1.878410578E-2
3.601699800E1,1.140678953E-2,5.491205305E-2,-5.965573341E-2
3.611711100E1,1.353155524E-1,8.876281977E-2,-2.676826529E-2
3.621722437E1,1.955183595E-1,1.463132799E-1,-1.186696067E-1
3.631733738E1,-3.905843571E-2,-9.453470260E-2,-4.667061148E-4
3.641744938E1,1.264715800E-3,-8.173820376E-2,-2.755651623E-2
3.651756237E1,2.395313047E-2,-8.412288502E-3,-6.305871904E-2
3.661767538E1,-1.386586577E-1,-5.554457009E-2,3.707667068E-2
3.671778837E1,-1.530115753E-1,-1.798430234E-1,1.620885357E-2
3.681790037E1,-5.561229587E-2,-7.594000548E-2,-6.432691962E-2
3.691801338E1,-5.918720365E-2,-6.765149534E-2,-3.085617349E-2
3.701812637E1,-5.473662913E-2,-1.278657317E-1,2.734956332E-2
3.711823938E1,3.948156908E-2,4.727711901E-3,-1.490344387E-2
3.721835154E1,7.821331965E-4,-2.787768841E-2,-6.354380865E-3
3.731846454E1,2.641605958E-2,9.877763689E-3,-1.131336205E-2
3.741857754E1,4.462365061E-2,-5.790685769E-3,-2.164963400E-3
3.751869054E1,7.592643797E-2,1.850131154E-2,-2.916107140E-2
3.761880254E1,8.440718800E-2,1.526864246E-2,-5.407969281E-2
3.771891554E1,-4.496922716E-3,6.185298413E-2,-1.061421782E-1
3.781902854E1,-3.054363839E-2,1.873327978E-2,-9.503122419E-3
