"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.892174642E1,-3.955524445E0,-3.353027344E-1,8.964258728E0
1.902186442E1,-1.066232758E0,-2.350112915E-2,7.771089935E0
1.912198242E1,5.802832947E0,-2.820135498E-1,8.194259949E0
1.922210042E1,1.571731567E0,-1.245859222E0,8.867859192E0
1.932221942E1,2.193538513E0,1.519340515E-1,9.639205170E0
1.942233742E1,-9.277706909E-1,-2.029928741E0,1.093191696E1
1.952245542E1,-3.125799866E0,-9.813592529E-1,1.053973251E1
1.962257413E1,-1.344953156E0,-1.121168518E0,9.214388580E0
1.972269213E1,-2.396815796E0,-3.175047455E0,9.328002319E0
1.982281012E1,-2.114802246E0,-2.600991211E0,9.603878632E0
1.992292913E1,-1.481469269E0,-2.543211365E0,1.007045837E1
2.002304713E1,-1.377285919E0,-2.952610016E0,9.183702393E0
2.012316512E1,-1.342408447E0,-2.684068451E0,9.007069702E0
2.022328313E1,-1.481319580E0,-2.702480164E0,9.386979675E0
2.032340113E1,-1.298549652E0,-2.550097046E0,9.450896759E0
2.042352013E1,-1.133143616E0,-2.499053192E0,9.354497223E0
2.052363812E1,-1.625320129E0,-2.592458954E0,9.458381195E0
2.062375625E1,-1.290316772E0,-2.588417358E0,9.322763214E0
2.072387425E1,-1.241218872E0,-2.517315216E0,9.237740021E0
2.082399225E1,-1.448837128E0,-2.532433777E0,9.499695282E0
2.092411125E1,-1.285377045E0,-2.564467163E0,9.395362244E0
2.102422925E1,-1.207688599E0,-2.576292572E0,9.246421967E0
2.112434725E1,-1.162781982E0,-2.605930939E0,9.310638428E0
2.122446525E1,-1.343306580E0,-2.585872650E0,9.380692749E0
2.132458325E1,-1.317410431E0,-2.625390472E0,9.284143524E0
2.142470225E1,-1.365161133E0,-2.595153351E0,9.326056366E0
2.152482025E1,-1.226998444E0,-2.596500549E0,9.419162750E0
2.162493825E1,-1.163680115E0,-2.595153351E0,9.398655396E0
2.172505625E1,-1.304986267E0,-2.617606659E0,9.300459595E0
2.182517425E1,-1.231938171E0,-2.555785217E0,9.423354034E0
2.192529325E1,-1.340163116E0,-2.597847748E0,9.372459869E0
2.202541125E1,-1.360820160E0,-2.631378021E0,9.354796600E0
2.212552925E1,-1.123264160E0,-2.667453003E0,9.330696716E0
2.222564725E1,-1.452130280E0,-2.649939423E0,9.395212555E0
2.232576525E1,-1.232836304E0,-2.550246735E0,9.357940063E0
2.242588425E1,-1.162632294E0,-2.587668915E0,9.412726135E0
2.252600225E1,-1.325194244E0,-2.624342651E0,9.386979675E0
2.262612000E1,-1.221459961E0,-2.610271912E0,9.403744812E0
2.272623800E1,-1.354533234E0,-2.626138916E0,9.326505432E0
2.282635600E1,-1.191372528E0,-2.543510742E0,9.282047882E0
2.292647500E1,-1.474733276E0,-2.648891602E0,9.503736877E0
2.302659300E1,-1.341210938E0,-2.739453278E0,9.399852905E0
2.312671100E1,-1.220561829E0,-2.697091370E0,9.348359985E0
2.322682900E1,-1.336570587E0,-2.538720703E0,9.401499481E0
2.332694700E1,-1.298549652E0,-2.635868683E0,9.340426483E0
2.342706500E1,-1.186133423E0,-2.634072418E0,9.334438934E0
2.352718400E1,-1.164578247E0,-2.698139191E0,9.364676056E0
2.362730187E1,-1.167422333E0,-2.638114014E0,9.365274811E0
2.372741988E1,-1.258433075E0,-2.605481873E0,9.368418274E0
2.382753788E1,-1.205143890E0,-2.556383972E0,9.366023254E0
2.392765587E1,-1.030457153E0,-2.624192963E0,9.301806793E0
2.402777488E1,-1.267115021E0,-2.549947357E0,9.380243683E0
2.412789288E1,-1.209185486E0,-2.641856232E0,9.405541077E0
2.422801087E1,-1.228046265E0,-2.670297089E0,9.366172943E0
2.432812888E1,-1.180145874E0,-2.600242767E0,9.395062866E0
2.442824688E1,-1.287622375E0,-2.656675415E0,9.416767731E0
2.452836587E1,-1.211580505E0,-2.686912537E0,9.449250183E0
2.462848354E1,-1.162482605E0,-2.681523743E0,9.370064850E0
2.472860154E1,-1.127006378E0,-2.642005920E0,9.425449677E0
2.482871954E1,-1.185834045E0,-2.636766815E0,9.398056641E0
2.492883754E1,-1.243015137E0,-2.637964325E0,9.386081543E0
2.502895554E1,-1.177301788E0,-2.671344910E0,9.369166718E0
2.512907454E1,-1.067729645E0,-2.647694092E0,9.404193878E0
2.522919254E1,-1.137634277E0,-2.621498566E0,9.379644928E0
2.532931054E1,-1.237626343E0,-2.609972534E0,9.384884033E0
2.542942854E1,-1.179397430E0,-2.630928955E0,9.419911194E0
2.552954654E1,-1.291214905E0,-2.597248993E0,9.372609558E0
2.562966617E1,-1.232387238E0,-2.556533661E0,9.486223297E0
2.572978417E1,-1.231938171E0,-2.587519226E0,9.402996368E0
2.582990217E1,-1.477427673E0,-2.653681641E0,9.343569946E0
2.593002017E1,-1.324296112E0,-2.622845764E0,9.343719635E0
2.603013817E1,-1.210083618E0,-2.604434052E0,9.368418274E0
2.613025717E1,-1.164877625E0,-2.581831055E0,9.311985626E0
2.623037517E1,-1.401385803E0,-2.608625336E0,9.337133331E0
2.633049317E1,-1.113534393E0,-2.571951599E0,9.369166718E0
2.643061117E1,-1.384021912E0,-2.638114014E0,9.381291504E0
2.653072917E1,-1.316212921E0,-2.580483856E0,9.372310181E0
2.663084750E1,-1.244661713E0,-2.627935181E0,9.361682281E0
2.673096550E1,-1.237776031E0,-2.544558563E0,9.305549011E0
2.683108350E1,-1.316961365E0,-2.583477631E0,9.392069092E0
2.693120150E1,-1.240171051E0,-2.623145142E0,9.339228973E0
2.703131950E1,-1.325942688E0,-2.664608917E0,9.386680298E0
2.713143850E1,-1.376387787E0,-2.666405182E0,9.388027496E0
2.723155650E1,-1.359323273E0,-2.562371521E0,9.373807068E0
2.733167450E1,-1.357976074E0,-2.548749847E0,9.323661346E0
2.743179250E1,-1.354233856E0,-2.603685608E0,9.377998352E0
2.753191050E1,-1.309776306E0,-2.568808136E0,9.379495239E0
2.763202950E1,-1.271455994E0,-2.544857941E0,9.434431000E0
2.773214750E1,-1.315165100E0,-2.595003662E0,9.300309906E0
2.783226550E1,-1.281036072E0,-2.509082336E0,9.370364227E0
2.793238350E1,-1.322948914E0,-2.593057709E0,9.376351776E0
2.803250150E1,-1.355131989E0,-2.596650238E0,9.350455627E0
2.813261950E1,-1.393751678E0,-2.557731171E0,9.385931854E0
2.823273850E1,-1.283281403E0,-2.622247009E0,9.373358002E0
2.833285650E1,-1.400038605E0,-2.632276154E0,9.368867340E0
2.843297450E1,-1.351689148E0,-2.640808411E0,9.356742554E0
2.853309250E1,-1.352437592E0,-2.597698059E0,9.404193878E0
2.863321150E1,-1.296903076E0,-2.552641754E0,9.356742554E0
2.873333050E1,-1.359023895E0,-2.584076385E0,9.418563995E0
2.883344850E1,-1.297501831E0,-2.627037048E0,9.397906952E0
2.893356650E1,-1.305884399E0,-2.625839539E0,9.428443451E0
2.903368450E1,-1.420545959E0,-2.598895569E0,9.353748779E0
2.913380250E1,-1.380878448E0,-2.551893311E0,9.356293488E0
2.923392150E1,-1.307980042E0,-2.587070160E0,9.346414032E0
2.933403950E1,-1.328337708E0,-2.656226349E0,9.418863373E0
2.943415750E1,-1.401086426E0,-2.564317474E0,9.371861115E0
2.953427550E1,-1.436562653E0,-2.572999420E0,9.397158508E0
2.963439279E1,-1.352587280E0,-2.524799652E0,9.375154266E0
2.973451179E1,-1.357227631E0,-2.619103546E0,9.394015045E0
2.983462979E1,-1.389710083E0,-2.562221832E0,9.264234924E0
2.993474779E1,-1.413211212E0,-2.605182495E0,9.405241699E0
3.003486579E1,-1.458566895E0,-2.601140900E0,9.404792633E0
3.013498379E1,-1.479822693E0,-2.640059967E0,9.376202087E0
3.023510179E1,-1.226549377E0,-2.550396423E0,9.355245667E0
3.033522079E1,-1.566941528E0,-2.590363312E0,9.400900726E0
3.043533879E1,-1.344803467E0,-2.621049500E0,9.375603333E0
3.053545679E1,-1.257385254E0,-2.625689850E0,9.368118896E0
3.063557425E1,-1.282832336E0,-2.603086853E0,9.350156250E0
3.073569225E1,-1.309626617E0,-2.570005646E0,9.399852905E0
3.083581125E1,-1.354084167E0,-2.587219849E0,9.396260376E0
3.093592925E1,-1.392853546E0,-2.565365295E0,9.367520142E0
3.103604725E1,-1.383423157E0,-2.587219849E0,9.369466095E0
3.113616525E1,-1.384171600E0,-2.580334167E0,9.401948547E0
3.123628325E1,-1.360820160E0,-2.604434052E0,9.429491272E0
3.133640225E1,-1.433718567E0,-2.671045532E0,9.340875549E0
3.143652025E1,-1.309626617E0,-2.670746155E0,9.452842712E0
3.153663825E1,-1.451830902E0,-2.586172028E0,9.366023254E0
3.163675713E1,-1.409768372E0,-2.601140900E0,9.372759247E0
3.173687513E1,-1.300345917E0,-2.507884827E0,9.327702942E0
3.183699412E1,-1.343456268E0,-2.518363037E0,9.339827728E0
3.193711213E1,-1.345851288E0,-2.589465179E0,9.420360260E0
3.203723013E1,-1.397942963E0,-2.568059692E0,9.282796326E0
3.213734813E1,-1.327289886E0,-2.542762299E0,9.379195862E0
3.223746612E1,-1.450184326E0,-2.579735413E0,9.400301971E0
